wikidata_id|label|fr_label|hide|deleted|dfk_id|or_id|or_label|dfkv_id|dfkv_label|pb_id|pb_label|fs_id|fs_label|av_id|av_label
Q97125|Lüdtke, Alf||0||DFK0006386514|21433|Lüdtke, Alf||||||||
Q193257|Lyotard, Jean-François||0||DFK0007205379|11506|Lyotard, Jean-François||||||||
Q1507733|Lance, Alain||0||DFK0001523137|21638|Lance, Alain||||||||
Q128126|Lévi-Strauss, Claude||0||DFK0007139551|12255|Lévi-Strauss, Claude||||||||
Q3014346|Lindenberg, Daniel||0||DFK0006578092|21608|Lindenberg, Daniel||||||||
Q44323|Loos, Adolf||0||DFK0006785355|8753|Loos, Adolf|103701|Loos, Adolf||||||
Q4724|Le Corbusier (Charles-Edouard Jeanneret, genannt)|Le Corbusier (Charles-Edouard Jeanneret, dit)|0||DFK0003040382|8718|Le Corbusier (Charles-Edouard Jeanneret, dit)|101647|Le Corbusier (Charles-Edouard Jeanneret, dit)||||||
Q2898157|Lamarche-Vadel, Bernard||0||DFK0006673302|11488|Lamarche-Vadel, Bernard||||||||
Q109808|Linde, Max||0||DFK0006363470|1508|Linde, Max|101508|Linde, Max||||||
Q385415|Lebel, Jean-Jacques||0||DFK0005190238|11316|Lebel, Jean-Jacques||||||||
Q346540|Lonsdale, Michael||0||DFK0006685655|21449|Lonsdale, Michael||||||||
Q3059989|Leroy, Edgard||0||DFK0007206407|21925|Leroy, Eugène|107385|Leroy, Edgard||||||
Q321685|Le Moal, Jean||0||DFK0008073614|8153|Le Moal, Jean|108153|Le Moal, Jean||||||
Q368645|Long, Richard||0||DFK0005610937|11157|Long, Richard||||||||
Q158062|Liebermann, Max||0||DFK0003984284|84|Liebermann, Max|100084|Liebermann, Max|||84|Max Liebermann||
Q363245|Luther, Adolf||0||DFK0008622100|11091|Luther, Adolf||||||||
Q3105764|Lascault, Gilbert||0||DFK0000623592|14267|Lascault, Gilbert||||||||
|Leiris, Michel||0|yes|DFK0003393548|8136|Leiris, Michel||||||||
Q3164789|Lambert, Jean-Clarence||0||DFK0003538336|11489|Lambert, Jean-Clarence||||||||
Q93431025|Lemaire, Gérard-Georges||0||DFK0008333393|18688|Lemaire, Gérard-Georges||||||||
|Lecoeur, Auguste||0|yes|DFK0004819734|9591|Lecoeur, Auguste||||||||
Q547803|Lohse, Richard-Paul||0||DFK0004254223|16340|Lohse, Richard-Paul||||||||
Q2849296|Leccia, Ange||0||DFK0001869520|13307|Leccia, Ange||||||||
Q2561932|Lippert, Werner||0||DFK0009995007|15933|Lippert, Werner||||||||
Q313509|Lévy, Bernard-Henri||0||DFK0001421886|11502|Lévy, Bernard-Henri||||||||
|Lemoine, Auguste||0|yes|DFK0005884628|6768|Lemoine, Auguste||||||||
Q695684|Leissler, Arnold||0||DFK0004282451|12065|Leissler, Arnold||||||||
Q294181|Lautréamont, Isidore Ducasse, genannt Comte de|Lautréamont, Isidore Ducasse, dit le comte de|0||DFK0008318864|9454|Lautréamont, Isidore Ducasse,  dit le comte de|109454|Lautréamont, Isidore Ducasse, dit le comte de||||||
Q20966490|Labelle-Rojoux, Arnaud||0||DFK0007976336|18395|Labelle-Rojoux, Arnaud||||||||
Q43132937|Lablais, Michel||0||DFK0006112558|18396|Lablais, Michel||||||||
Q2012984|Labisse, Félix||0||DFK0004477147|10037|Labisse, Félix|110037|Labisse, Félix||||||
Q7791711|Lanigan-Schmidt, Thomas||0||DFK0006975292|16373|Lanigan-Schmidt, Thomas||||||||
Q6547776|Lijn, Liliane||0||DFK0007412982|15252|Lijn, Liliane||||||||
Q600456|Laib, Wolfgang||0||DFK0008099352|11487|Laib, Wolfgang||||||||
Q94617613|Leitner, Gudrun von||0||DFK0004408123|12279|Leitner, Gudrun von||||||||
Q141478|Levine, David||0||DFK0008764466|15825|Levine, David||||||||
Q64610|Lehndorff, Vera,  dit Veruschka||0||DFK0005682706|15774|Lehndorff, Vera,  dit Veruschka||||||||
Q7942860|Lisowski, Jerzy||0||DFK0002119639|15832|Lisowski, Jerzy||||||||
Q445973|Lafontaine, Marie-Jo||0||DFK0008612050|14124|Lafontaine, Marie-Jo||||||||
Q9389732|Lachur, Zdzislaw||0||DFK0009970314|11234|Lachur, Zdzislaw||||||||
Q1604019|Leppien, Helmut R.||0||DFK0004308879|11161|Leppien, Helmut R.||||||||
Q5112716|LeBrun, Christopher||0||DFK0006689958|17127|LeBrun, Christopher||||||||
Q19964127|Lindow, Christian||0||DFK0002285109|11503|Lindow, Christian||||||||
Q2365337|Lagrange, Jacques||0||DFK0006521818|8403|Lagrange, Jacques|108403|Lagrange, Jacques||||||
Q321657|Lanskoy, André||0||DFK0002376026|8577|Lanskoy, André|108577|Lanskoy, André||||||
Q3435664|Lapoujade, Robert||0||DFK0008490105|9005|Lapoujade, Robert|109005|Lapoujade, Robert||||||
Q3385951|Lesieur, Pierre||0||DFK0003452992|13590|Lesieur, Pierre||||||||
Q20502671|Lotiron, Robert||0||DFK0002946781|1738|Lotiron, Robert|101738|Lotiron, Robert||||||
Q2059329|Lalanne, Maxime||0||DFK0000584834|7450|Lalanne, Maxime|107450|Lalanne, Maxime||||||
Q285666|Léandre, Charles-Lucien||0||DFK0006149323|1458|Léandre, Charles-Lucien|101458|Léandre, Charles-Lucien||||||
Q738892|Laurens, Henri||0||DFK0008276863|1326|Laurens, Henri|101326|Laurens, Henri||||||
Q1724799|Legrand, Louis||0||DFK0007001839|1228|Legrand, Louis|101228|Legrand, Louis||||||
Q545293|Luce, Maximilien||0||DFK0003324995|1219|Luce, Maximilien|101219|Luce, Maximilien||||||
Q1786751|Langner, Reinhold||0||DFK0004451961|17245|Langner, Reinhold||||||||
Q1600553|Lanzendorf, Heinz||0||DFK0003933898|12935|Lanzendorf, Heinz||||||||
Q89725|Lachnit, Wilhelm||0||DFK0002962918|12454|Lachnit, Wilhelm||||||||
Q3371662|Lecomte, Paul||0||DFK0007937951|1451|Lecomte Paul, Lecomte Paul|107816|Lecomte, Paul||||||
Q92432414|Lodeho, Etienne||0||DFK0006172242|17409|Lodeho, Etienne||||||||
Q94944270|Lewandowski, Tadeusz Andrzej||0||DFK0001126294|17484|Lewandowski, Tadeusz Andrzej||||||||
Q9382033|Lam, Władysław||0||DFK0007058142|17450|Lam, Władysław||||||||
Q97571493|Larisch, Karol||0||DFK0009315270|17451|Larisch, Karol||||||||
Q708829|Loeffler, Leopold||0||DFK0005823524|17691|Loeffler, Leopold||||||||
Q1350185|Leopolski, Wilhelm||0||DFK0003775578|17690|Leopolski, Wilhelm||||||||
Q11763831|Lille, Ludwik||0||DFK0009568570|15756|Lille, Ludwik||||||||
Q84360006|Laforcade, Roland||0||DFK0006068790|17721|Laforcade, Roland||||||||
Q382329|Lartigue, Jacques-Henri||0||DFK0006448231|15928|Lartigue, Jacques-Henri||||||||
Q9382890|Lajming, Włodzimierz||0||DFK0009730153|17828|Lajming, Włodzimierz||||||||
Q98250775|Lasserre, Jean-François||0||DFK0005645441|17855|Lasserre, Jean-François||||||||
Q9370859|Ladniewska, Wanda||0||DFK0005445614|19732|Ladniewska, Wanda||||||||
Q1610726|Lutens, Serge||0||DFK0000695589|19737|Lutens, Serge||||||||
Q21288174|Lapinski, Tadeusz||0||DFK0002163970|19716|Lapinski, Tadeusz||||||||
Q1600565|Leinfellner, Heinz||0||DFK0004467523|10707|Leinfellner, Heinz||||||||
Q3370437|Laurens, Albert||0||DFK0003537415|1134|Laurens, Albert|101134|Laurens, Albert||||||
Q1471865|Lassaw, Ibram||0||DFK0000699534|9689|Lassaw, Ibram|109689|Lassaw, Ibram||||||
Q29428911|Leonhard, Kurt||0||DFK0002370619|10709|Leonhard, Kurt||||||||
Q320313|Lardera, Berto||0||DFK0007165901|8490|Lardera, Berto|108490|Lardera, Berto||||||
|Lao-Tseu||0|yes|DFK0006230555|9380|Lao-Tseu, Lao-Tseu||||||||
Q3421000|Legueult, Raymond||0||DFK0002784809|9271|Legueult, Raymond|109271|Legueult, Raymond||||||
Q20198865|Lublin, Lea||0||DFK0004097973|10964|Lublin, Lea||||||||
Q982032|Limbour, Georges||0||DFK0000410155|120|Limbour, Georges|100120|Limbour, Georges||||||
Q948414|Lo Savio, Francesco||0||DFK0004181333|10985|Lo Savio, Francesco||||||||
|Leibl, Wilhelm||0|yes|DFK0001422877|1196|Leibl, Wilhelm||||||||
Q5515714|Laderman, Gabriel||0||DFK0009387903|11338|Laderman, Gabriel||||||||
|Leiris, Louise||0|yes|DFK0005720179|8137|Leiris, Louise||||||||
Q688067|Liebermann, Rolf||0||DFK0007103879|11612|Liebermann, Rolf||||||||
Q203371|Tours, Georges de la||0||DFK0006511044|8305|La Tour, Georges de|102940|Tours, Georges de la||||||
Q41239260|Lopez, Francesco||0||DFK0006259237|11600|Lopez, Francesco||||||||
Q380275|Laforgue, Jules||0||DFK0005880175|86|Laforgue, Jules|100086|Laforgue, Jules||||||
Q124434|Lerski, Helmar||0||DFK0001772705|12119|Lerski, Helmar||||||||
Q111293|Lehrs, Max||0||DFK0002595954|12124|Lehrs, Max|105503|Lehrs, Max||||||
Q55771743|Lindekens, René||0||DFK0009224487|12158|Lindekens, René||||||||
Q230673|Lange, Dorothea||0||DFK0001768615|12147|Lange, Dorothea||||||||
Q1606990|Luce, Henry||0||DFK0009689051|12177|Luce, Henry||||||||
Q2743768|Loyrette, Henri||0||DFK0002301745|12173|Loyrette, Henri||||||||
Q24661012|Lex-Nerlinger, Alice||0||DFK0001522855|12412|Lex-Nerlinger, Alice||||||||
Q7926097|Lind, Victor||0||DFK0007463514|12964|Lind, Victor||||||||
Q46999036|Lier, Alfred||0||DFK0009754835|13011|Lier, Alfred||||||||
Q397123|Luchian, Stefan||0||DFK0001464113|12954|Luchian, Stefan||||||||
Q18809|Lunatscharski, Anatoli Wassiljewitsch||0||DFK0006416888|12943|Lunatscharski, Anatoli Wassiljewitsch||||||||
Q931452|Lifschitz, Jewgeni Michailowitsch||0||DFK0000454609|12942|Lifschitz, Jewgeni Michailowitsch||||||||
Q11737010|Latallo, Katarzyna||0||DFK0009740333|20244|Latallo, Katarzyna||||||||
Q2331380|Lorentz, Stanislaw||0||DFK0005549700|10783|Lorentz, Stanislaw||||||||
Q1394083|Léotard, François||0||DFK0001694407|13285|Léotard, François||||||||
Q379229|Lang, Jack||0||DFK0007462330|11491|Lang, Jack||||||||
Q19971776|Luther, Manfred||0||DFK0000211747|13792|Luther, Manfred||||||||
Q29060336|Lischka, Gerhard Johann||0||DFK0002127517|13483|Lischka, Gerhard Johann||||||||
Q2913582|Lapinski, Jerzy||0||DFK0000218336|13531|Lapinski, Jerzy||||||||
Q12323766|Liautaud, Georges||0||DFK0004714476|13470|Liautaud, Georges||||||||
Q49496|La Fontaine, Jean de||0||DFK0004984803|5696|La Fontaine, La Fontaine|105696|La Fontaine, Jean de||||||
Q94824268|Lüdecke, Heinz||0||DFK0000870985|14004|Lüdecke, Heinz||||||||
Q68824|Langbehn, Julius||0||DFK0008986700|14098|Langbehn, Julius||||||||
Q2756381|Lhermitte, Léon||0||DFK0009513010|1249|Lhermitte, Léon|101249|Lhermitte, Léon|||1249|Léon Augustin Lhermitte||
Q126074|Lindner, Richard||0||DFK0006540526|12552|Lindner, Richard||||||||
Q12037898|Lamac, Miroslav||0||DFK0009505865|14300|Lamac, Miroslav||||||||
Q1125975|Licata, Riccardo||0||DFK0007235737|9520|Licata, Riccardo|109520|Licata, Riccardo||||||
Q1185478|Lawson, Ernest||0||DFK0004159183|14383|Lawson, Ernest||||||||
Q1680720|Lord, James||0||DFK0006842072|14606|Lord, James||||||||
Q1318803|Lichtenfeld, Gerhard||0||DFK0006971078|14616|Lichtenfeld, Gerhard||||||||
Q12327470|Lorentzen, Mogens||0||DFK0000491530|14665|Lorentzen, Mogens||||||||
Q16561521|Laskowski, Jan||0||DFK0004291372|14701|Laskowski, Jan||||||||
Q9342455|Lenartowicz, Stanisław||0||DFK0006409439|14702|Lenartowicz, Stanisław||||||||
|Laval, Pierre||0|yes|DFK0000625217|9252|Laval, Pierre||||||||
Q1687276|Lausen, Jens||0||DFK0007782357|15288|Lausen, Jens||||||||
Q4260862|Liebert, Jerzy||0||DFK0001655112|15296|Liebert, Jerzy||||||||
Q835621|Lanci, Franciszek Maria||0||DFK0008064537|15724|Lanci, Franciszek Maria||||||||
Q58033|Lasker-Schüller, Else||0||DFK0008683243|8893|Lasker-Schüller, Else|108893|Lasker-Schüller, Else||||||
Q3168821|Lenclos, Jean Philippe||0||DFK0002211773|15722|Lenclos, Jean Philippe||||||||
Q585323|Lenbach, Franz von||0||DFK0008055579|1080|Lenbach, Franz Seraph von|101080|Lenbach, Franz von.|||2090|Franz von Lenbach||
Q712412|Lichatschow, Dmitri Sergejewitsch||0||DFK0007858586|15605|Lichatschow, Dmitri Sergejewitsch||||||||
Q1617576|Löschenkohl, Johann Hieronymus||0||DFK0008969295|16182|Löschenkohl, Johann Hieronymus||||||||
Q271676|Le Brun, Charles|Le Brun, Charles|0||DFK0008694443|9480|Le Brun, Charles|109480|Le Brun, Charles|||||3pg6d|Le Brun, Charles
Q64866360|Laget, Denis||0||DFK0002269519|16447|Laget, Denis||||||||
Q34628|Lessing, Gotthold Ephraim||0||DFK0000879990|1500|Lessing, Gotthold Ephraim|101500|Lessing, Gotthold Ephraim||||||
Q3574122|Lambert, Yvon||0||DFK0005003028|11490|Lambert, Yvon||||||||
Q3587899|Lebovici, Elisabeth||0||DFK0001093668|16664|Lebovici, Elisabeth||||||||
Q577242|Leslie, Alfred||0||DFK0003452109|12553|Leslie, Alfred||||||||
Q99456107|Lamy, Marguerite||0||DFK0000896478|17184|Lamy, Marguerite||||||||
Q9152725|Lebrun, André Jean||0||DFK0000719887|3004|Lebrun, André Jean|103004|Lebrun, André Jean||||||
Q6244080|Latham, John||0||DFK0008389058|18083|Latham, John||||||||
Q334958|Louys, Pierre||0||DFK0007032854|18054|Louys, Pierre||||||||
Q44736|Loriot (Vicco von Bülow)||0||DFK0008106684|18103|Loriot (Vicco von Bülow), Loriot (Vicco von Bülow)||||||||
Q3103036|Lapassade, Georges||0||DFK0003548206|18091|Lapassade, Georges||||||||
Q381678|Leroi-Gourhan, André||0||DFK0004290322|18524|Leroi-Gourhan, André||||||||
Q2977738|Lévèque, Claude||0||DFK0008877878|18577|Lévèque, Claude||||||||
Q99292908|Laube, Jean||0||DFK0009397310|18606|Laube, Jean||||||||
Q25391910|Lecoffre, Gilles||0||DFK0008836640|18607|Lecoffre, Gilles||||||||
Q238584|Laing, R. D.||0||DFK0006247057|11149|Laing, R. D.||||||||
Q955028|Landow, George||0||DFK0006080008|18869|Landow, George||||||||
|Lautrec, Lucien||0|yes|DFK0003434829|2853|Lautrec, Lucien||||||||
Q104439493|Lanneau, Patrick||0||DFK0004058721|18853|Lanneau, Patrick||||||||
Q211562|Lorenzetti, Ambrogio||0||DFK0007720112|18866|Lorenzetti, Ambrogio||||||||
Q21543728|Lassus, Bernard||0||DFK0004492414|19081|Lassus, Bernard||||||||
|Laran, Jean||0|yes|DFK0008420197|4073|Laran, Jean||||||||
Q59527178|Lanchner, Carolyn||0||DFK0002197031|19401|Lanchner, Carolyn||||||||
Q174359|Lotringer, Sylvère||0||DFK0007459281|19380|Lotringer, Sylvère||||||||
Q39607|Lavoisier, Antoine-Laurent||0||DFK0006019435|19387|Lavoisier, Antoine-Laurent||||||||
Q539270|Lawler, Louise||0||DFK0003244570|19659|Lawler, Louise||||||||
Q3288595|Lenoir, Marcel||0||DFK0004666467|1578|Lenoir, Marcel|101578|Lenoir, Marcel||||||
Q5622404|Lagneau, Guy||0||DFK0005241956|19828|Lagneau, Guy||||||||
Q18115370|Lapauze, Henry||0||DFK0006789849|3330|Lapauze, Henry|101836|Lapauze, Henry||||||
Q326675|Lurçat, André||0||DFK0009073942|1643|Lurçat, André|101643|Lurçat, André||||||
Q3102904|Loo, Hulin de||0||DFK0005164131|19804|Loo, Hulin de||||||||
Q736207|Le Nain, Louis||0||DFK0003777064|20119|Le Nain, Louis|104869|Le Nain, Louis||||||
Q586606|Nain, Antoine le||0||DFK0002493045|20120|Le Nain, Antoine|102810|Nain, Antoine le||||||
Q123918|Lavater, Johann Caspar||0||DFK0008328980|20185|Lavater, Johann Caspar||||||||
Q821537|Lessing, Karl||0||DFK0007032155|20171|Lessing, Carl Friedrich|105647|Lessing, Karl||||||
Q1039391|Lauterbach, Carl||0||DFK0009441149|20134|Lauterbach, Carl||||||||
Q107195|Löffler, Fritz||0||DFK0007189018|12322|Löffler, Fritz||||||||
Q109750365|Lieffertz, Detlef||0||DFK0005277592|20348|Lieffertz, Detlef||||||||
Q428896|Laneuville, Jean-Louis La Neuville||0||DFK0001813812|20407|Laneuville, Jean-Louis La Neuville||||||||
Q2582|Lübke, Heinrich||0||DFK0006368849|20575|Lübke, Heinrich||||||||
Q54890|Lüdicke, Marianne||0||DFK0001549880|20587|Lüdicke, Marianne||||||||
|Lerin, Fernando||0|yes|DFK0008538598|8170|Lerin, Fernando||||||||
Q3426476|Laubiès, René||0||DFK0006480195|8191|Laubiès, René|108191|Laubiès, René||||||
Q123757|Liotard, Jean-Etienne||0||DFK0001471480|4876|Liotard, Jean-Etienne|104876|Liotard, Jean-Etienne||||||
Q157183|Léger, Fernand||0||DFK0001374226|356|Léger, Fernand|100356|Léger, Fernand||||||
Q151679|Lichtenstein, Roy||0||DFK0004833753|10938|Lichtenstein, Roy||||||||
Q169906|Lacan, Jacques||0||DFK0007494483|11486|Lacan, Jacques||||||||
Q1602387|Leiberg, Helge||0||DFK0005286869|15372|Leiberg, Helge||||||||
Q41408|Lorca, Federico García||0||DFK0009718190|12948|Lorca, Federico García||||||||
Q38785|Larionov, Michel||0||DFK0006416275|9602|Larionov, Michel|109602|Larionov, Michel||||||
Q41309|Liszt, Franz||0||DFK0004146111|6431|Liszt, Franz|106431|Liszt, Franz|||6431|Franz Liszt||
Q679718|Löwy, Michael||0||DFK0003690375|21298|Löwy, Michael||||||||
Q3524384|Lenain, Thierry||0||DFK0007048073|21303|Lenain, Thierry||||||||
Q177313|Le Parc, Julio||0||DFK0001049680|11620|Le Parc, Julio||||||||
Q151523|Lukács, Georg||0||DFK0009808923|20330|Lukács, Georg|120330|Lukács, Georg||||||
Q551282|Lehmbruck, Wilhelm||0||DFK0002046455|1708|Lehmbruck, Wilhelm|101708|Lehmbruck, Wilhelm||||||
Q1394|Lenin, Wladimir Iljitsch Uljanow,  dit||0||DFK0005071571|11085|Lenin, Wladimir Iljitsch Uljanow,  dit||||||||
Q162597|Lefebvre, Henri||0||DFK0009521888|18042|Lefebvre, Henri||||||||
Q11685352|Lenica, Alfred||0||DFK0008977759|13961|Lenica, Alfred||||||||
Q3479410|Lemoine, Serge||0||DFK0005039832|11499|Lemoine, Serge||||||||
Q18222814|Lubinetzki, Raja||0||DFK0005614385|21273|Lubinetzki, Raja||||||||
Q4256618|Lewicki, Leopold||0||DFK0004340052|16913|Lewicki, Leopold||||||||
Q1409019|Lavier, Bertrand||0||DFK0009437473|11492|Lavier, Bertrand||||||||
Q97750406|Lindner, Rolf||0||DFK0008951110|21256|Lindner, Rolf||||||||
Q11724993|Ludwiński, Jerzy||0||DFK0004650392|11982|Ludwiński, Jerzy||||||||
Q321504|Lebenstein, Jan||0||DFK0002408008|10219|Lebenstein, Jan|110219|Lebenstein, Jan||||||
Q59690170|Lauterbach, Iris||0||DFK0006574874|21703|Lauterbach, Iris||||||||
Q3435715|Lebel, Robert||0||DFK0002767688|18448|Lebel, Robert||||||||
Q15438647|Lepke, Gerda||0||DFK0007689920|20301|Lepke, Gerda||||||||
Q61825109|Leeb, Susanne||0||DFK0008668749|21734|Leeb, Susanne||||||||
Q59525996|Langner, Johannes||0||DFK0004386334|21735|Langner, Johannes||||||||
Q95324641|Liebe, Sieghard||0||DFK0004409291|21565|Liebe, Sieghard||||||||
Q674710|Lüpertz, Markus||0||DFK0001806441|11505|Lüpertz, Markus||||||||
Q15832744|Lang, Lothar||0||DFK0004932888|11058|Lang, Lothar||||||||
Q1991567|Lang, Nikolaus||0||DFK0007418529|14411|Lang, Nikolaus||||||||
Q1174138|Lauer, David||0||DFK0004435120|21584|Lauer, David||||||||
Q8067743|Libera, Zbigniew||0||DFK0007349115|19331|Libera, Zbigniew||||||||
Q4685445|Natalia LL||0||DFK0003306992|14994|Natalia LL, Natalia LL||||||||
Q664300|Lenica, Jan||0||DFK0004318656|11024|Lenica, Jan||||||||
Q881123|Lakner, László||0||DFK0008501783|16603|Lakner, László||||||||
Q826970|Le Gac, Jean||0||DFK0004159747|11496|Le Gac, Jean||||||||
Q48523352|Liebscher, Thomas||0||DFK0009190477|21322|Liebscher, Thomas||||||||
Q30217178|Laube, Peter||0||DFK0009178328|21530|Laube, Peter||||||||
Q2545363|Libuda, Walter||0||DFK0005097099|15393|Libuda, Walter||||||||
Q19968211|Lokatis, Siegfried||0||DFK0000815801|21140|Lokatis, Siegfried||||||||
Q64005345|Lau, Maria||0||DFK0004324484|21147|Lau, Maria||||||||
Q95321639|Lammel, Gisold||0||DFK0000794184|16136|Lammel, Gisold||||||||
Q1304438|Lingner, Michael||0||DFK0000578475|13453|Lingner, Michael||||||||
Q57238|Luhman, Niklas||0||DFK0006629922|13449|Luhman, Niklas||||||||
Q216424|Lammert, Will||0||DFK0008574373|11074|Lammert, Will||||||||
Q20089665|Lassaigne, Jacques||0||DFK0006315643|9174|Lassaigne, Jacques|108000|Lassaigne, Jacques||||||
Q74543|Lingner, Max||0||DFK0009983662|2738|Lingner, Max|102738|Lingner, Max||||||
Q7651431|Lake, Suzy||0||DFK0005588574|15509|Lake, Suzy||||||||
Q77254864|Lerche, Horst||0||DFK0009717134|16575|Lerche, Horst||||||||
Q90627|Lüscher, Ingeborg||0||DFK0008339566|12191|Lüscher, Ingeborg||||||||
Q1300788|Lüthi, Urs||0||DFK0003092736|14378|Lüthi, Urs||||||||
Q3288183|Le Bot, Marc||0||DFK0006310085|11764|Le Bot, Marc||||||||
Q11685972|Lachowicz, Andrzej||0||DFK0009419774|10218|Lachowicz, Andrzej||||||||
Q31062|Liberski, Benon||0||DFK0002351417|10220|Liberski, Benon||||||||
Q7942847|Linke, Bronisław Wojciech||0||DFK0002974068|12590|Linke, Bronisław Wojciech||||||||
Q16619579|Lutomski, Zbigniew||0||DFK0009533449|10222|Lutomski, Zbigniew||||||||
Q65162150|Lewiński, Jakub||0||DFK0007011616|17574|Lewiński, Jakub||||||||
Q1511129|Lepper, Gereon||0||DFK0007693845|16420|Lepper, Gereon||||||||
Q1286418|Lukaschewski, Rolf||0||DFK0004334896|16425|Lukaschewski, Rolf||||||||
Q2583093|Lum, Ken||0||DFK0000046069|16409|Lum, Ken||||||||
Q19268808|Lewandowska, Marysia||0||DFK0009870082|16410|Lewandowska, Marysia||||||||
Q319569|Levine, Sherrie||0||DFK0008113893|13436|Levine, Sherrie||||||||
Q23943776|Łyżwański, Antoni||0||DFK0001015799|16899|Łyżwański, Antoni||||||||
Q5396263|Lipiński, Eryk||0||DFK0001811622|15016|Lipiński, Eryk||||||||
Q95587400|Linder, Karol||0||DFK0004681378|16914|Linder, Karol||||||||
Q233088|Laurencin, Marie||0||DFK0008432374|1620|Laurencin, Marie|101620|Laurencin, Marie||||||
Q16649811|Lunois, Alexandre||0||DFK0001664424|1062|Lunois, Alexandre|101062|Lunois, Alexandre||||||
Q9353163|Lewiński, Sławomir||0||DFK0001251111|17257|Lewiński, Sławomir||||||||
Q1471565|Longuet, Frédéric||0||DFK0000838704|8379|Longuet, Frédéric|108379|Longuet, Frédéric||||||
Q101579950|Lukaszewicz, Bronislawa||0||DFK0002804269|17154|Lukaszewicz, Bronislawa||||||||
Q11748732|Liberska, Krystyna||0||DFK0008902689|17076|Liberska, Krystyna||||||||
Q168109|Lengren, Zbigniew||0||DFK0005842591|15029|Lengren, Zbigniew||||||||
Q957538|Legros, Alphonse||0||DFK0000719212|1267|Legros, Alphonse|101267|Legros, Alphonse|||1267|Alphonse Legros||
Q29364424|Langner, Wiktor||0||DFK0004442171|17628|Langner, Wiktor||||||||
Q1359238|Lewinger, Ernst||0||DFK0005113280|17609|Lewinger, Ernst||||||||
Q105641945|Lilge, Marlies||0||DFK0003527661|17610|Lilge, Marlies||||||||
|Lefèvre, Lucien||0|yes|DFK0008978091|1520|Lefèvre, Lucien||||||||
Q320980|Leyde, Lucas de||0||DFK0003781985|5636|Lucas de Leyde, Lucas de Leyde|110074|Leyde, Lucas de||||||
Q870520|Robert Liebknecht||0||DFK0005180804|2784|Liebknecht, Robert|102784|Robert Liebknecht||||||
Q11724975|Lewczyński, Jerzy||0||DFK0006286628|13500|Lewczyński, Jerzy||||||||
Q2830035|Lestié, Alain||0||DFK0005352989|14409|Lestié, Alain||||||||
Q2742370|Leymarie, Jean||0||DFK0007133455|8062|Leymarie, Jean|108062|Leymarie, Jean||||||
Q92031873|Lehner, Thomas||0||DFK0002420656|19176|Lehner, Thomas||||||||
Q465342|Lam, Wilfredo||0||DFK0001118993|8300|Lam, Wilfredo|108300|Lam, Wilfredo||||||
Q24718596|le Normand, Albert||0||DFK0002821728|18287|le Normand, Albert||||||||
Q1039376|Laszlo, Carl||0||DFK0002881089|11632|Laszlo, Carl||||||||
Q3165052|Latil, Jean-Claude||0||DFK0007018255|13217|Latil, Jean-Claude||||||||
Q461165|Luginbühl, Bernhard||0||DFK0009169963|11603|Luginbühl, Bernhard||||||||
Q14779348|Lim, Kim||0||DFK0003424453|10848|Lim, Kim||||||||
Q28707454|Ludolf, Rubem Mauro||0||DFK0007440033|10851|Ludolf, Rubem Mauro||||||||
Q2940019|Lee, Caroline||0||DFK0002424318|10870|Lee, Caroline||||||||
Q1685643|Leppien, Jean||0||DFK0004822546|8486|Leppien, Jean|108486|Leppien, Jean||||||
Q22236071|Lahaut, Pierre||0||DFK0003699712|10888|Lahaut, Pierre||||||||
Q3018252|Lan-Bar, David||0||DFK0000695796|10766|Lan-Bar, David||||||||
